Number of words    : 13672
Number of Bitmasks : 7179
Starting search...
Time: 0s Searches: 0 - Solutions: 0
Solution: broch  || fldxt  || junky  || vamps  || zweig 
Solution: bjorn  || fultz  || givey  || hawks  || xdmcp 
Solution: bjorn  || fultz  || gives  || hawky  || xdmcp 
Solution: bjorn  || fultz  || gyves  || wakhi  || xdmcp 
Solution: bjorn  || fultz  || keavy  || whigs  || xdmcp 
Solution: gratz  || howks  || jumby  || lpcdf  || vixen 
Solution: bjorn  || fusty  || khalq  || xdmcp  || zweig 
Solution: bjorn  || fuzed  || glyph  || mvsxa  || twick 
Solution: gratz  || jenks  || vibhu  || wolfy  || xdmcp 
Solution: bjorn  || gawky  || tscpf  || vexil  || zhmud 
Solution: bjorn  || glaky  || squiz  || wheft  || xdmcp 
Solution: bjorn  || glaky  || tscpf  || xview  || zhmud 
Solution: bjorn  || gulfy  || khvat  || wizes  || xdmcp 
Solution: bjorn  || gwely  || khvat  || squiz  || xdmcp 
Solution: awink  || blyth  || frugs  || vejoz  || xdmcp 
Solution: foxly oxfly  || gucks  || jahve  || mtbrp  || windz 
Solution: awink  || bshyg  || crfmp  || judex  || voltz 
Solution: awink  || bshyg  || crump  || fldxt  || vejoz 
Solution: awink  || bshyg  || flurt  || vejoz  || xdmcp 
Solution: foxly oxfly  || jacks  || mtbrp  || quegh  || windz 
Solution: exptl  || fangy  || hdqrs  || jumbo  || zwick 
Solution: exptl  || fango ganof  || hdqrs  || jumby  || zwick 
Solution: bjorn  || kafiz  || lewty tewly welty wetly  || vughs  || xdmcp 
Solution: exptl  || fconv  || gawby  || hdqrs  || mujik 
Solution: awink  || cumby  || fldxt  || shrpg  || vejoz 
Solution: foxly oxfly  || jawed  || mtbrp  || vughs  || zinck 
Solution: foxly oxfly  || jenda  || mtbrp  || vughs  || zwick 
Solution: bjorn  || kefti  || lawzy  || vughs  || xdmcp 
Solution: exptl  || fjord  || namby  || vughs  || zwick 
Solution: exptl  || gconv  || hdqrs  || jumby  || kafiz 
Solution: exptl  || gconv  || hdqrs  || jumby  || wakif 
Solution: bjorn  || lawzy  || quegh  || skift  || xdmcp 
Solution: cawky wacky  || drugs  || exhbn  || jfmip  || voltz 
Solution: alfur fural  || bshyg  || twink  || vejoz  || xdmcp 
Solution: cawky wacky  || dvmrp  || exhbn  || fujis  || goltz 
Solution: cawky wacky  || dvmrp  || jozef  || nhlbi  || utqgs 
Solution: cough  || fldxt  || jabez  || rnwmp  || skivy 
Solution: cawky wacky  || exhbn  || fgrid  || jumps  || voltz 
Solution: cawky wacky  || fldxt  || griph  || numbs  || vejoz 
Solution: cawky wacky  || fldxt  || jimbo  || quegh  || zprsn 
Solution: cawky wacky  || fldxt  || minbu  || shrpg  || vejoz 
Solution: cawky wacky  || fldxt  || pings  || rhumb  || vejoz 
Solution: cawky wacky  || flump  || hdqrs  || tzong  || vibex 
Solution: iqbal qibla  || junks  || owght  || vefry  || xdmcp 
Solution: cawky wacky  || hdqrs  || jozef  || plumb  || vingt 
Solution: cygni gynic  || flowk  || pbxes  || vtarj  || zhmud 
Solution: awkly  || bring  || fusht  || vejoz  || xdmcp 
Solution: awkly  || brugh burgh  || intsv  || jozef  || xdmcp 
Solution: awkly  || brugh burgh  || snift  || vejoz  || xdmcp 
Solution: awkly  || bruhn  || gifts  || vejoz  || xdmcp 
Solution: awkly  || bruns burns nurbs  || fight  || vejoz  || xdmcp 
Solution: awkly  || brush buhrs shrub  || jozef  || vingt  || xdmcp 
Solution: awkly  || bught  || firns  || vejoz  || xdmcp 
Solution: awkly  || bungs  || firth frith  || vejoz  || xdmcp 
Solution: bjorn  || quegh  || skivy  || waltz  || xdmcp 
Solution: fight  || jabul jubal  || wyver  || xdmcp  || zonks 
Solution: fight  || jarvy  || snowl swoln  || uzbek  || xdmcp 
Solution: fight  || jolyn  || quawk  || verbs  || xdmcp 
Solution: fight  || jowly  || kanzu  || verbs  || xdmcp 
Solution: fight  || jowls  || kanzu  || verby  || xdmcp 
Solution: fight  || jowls  || nervy verny vyner  || uzbak  || xdmcp 
Solution: fight  || jowpy  || mvsxa  || rcldn  || uzbek 
Solution: fight  || junky  || seqwl  || voraz  || xdmcp 
Solution: fight  || junko  || lawzy  || verbs  || xdmcp 
Solution: fight  || junks  || voraz  || welby  || xdmcp 
Solution: fight  || jurez  || kalvn  || sybow  || xdmcp 
Time: 10s Searches: 98416782 - Solutions: 495
Solution: jevon  || khafs  || rugby  || wiltz  || xdmcp 
Solution: jevon  || khalq  || rugby  || swift  || xdmcp 
Solution: jevon  || khalq  || rugby  || switz  || xdmcp 
Solution: fplot  || gumby  || hdqrs  || njave  || zwick 
Solution: jevon  || kilby  || utqgs  || wharf  || xdmcp 
Solution: expwy  || fconv  || gjuki  || hdqrs  || maltz 
Solution: expwy  || fconv  || glitz  || hdqrs  || jumba 
Solution: expwy  || fconv  || hdqrs  || jambi  || klutz 
Solution: hejaz  || kovil  || syftn  || wburg  || xdmcp 
Solution: fplot  || hdqrs  || jabez  || nugmw  || vicky 
Solution: fplot  || hdqrs  || jacky  || nugmw  || vibex 
Solution: fplot  || hdqrs  || junky  || mcgaw  || vibex 
Solution: expwy  || fhlba  || mordv  || utqgs  || zinck 
Solution: expwy  || fjord  || gambs  || kvint  || zulch 
Solution: expwy  || flack  || gintz  || hdqrs  || jumbo 
Solution: expwy  || flack  || hdqrs  || jumbo  || vingt 
Solution: hejaz  || skift  || volny  || wburg  || xdmcp 
Solution: expwy  || flick  || hdqrs  || jumba  || tzong 
Solution: expwy  || flock  || gintz  || hdqrs  || jumba 
Solution: expwy  || flock  || hdqrs  || jumba  || vingt 
Solution: jewry  || klong  || tscpf  || vaxbi  || zhmud 
Solution: grift  || johny  || seqwl  || uzbak  || xdmcp 
Solution: expwy  || fultz  || gconv  || hdqrs  || jambi 
Solution: expwy  || gconv  || hdqrs  || jambi  || klutz 
Solution: expwy  || gconv  || jufti  || khalq  || rdbms 
Solution: grift  || lusby  || vejoz  || whank  || xdmcp 
Solution: cylix xylic  || dvmrp  || funks  || jabez  || owght 
Solution: cylix xylic  || dvmrp  || jozef  || utqgs  || whank 
Solution: grift  || nasby  || vejoz  || whulk  || xdmcp 
Solution: cawny  || fldxt  || kumbi  || shrpg  || vejoz 
Solution: expwy  || hdqrs  || kljuc  || vingt  || zambo zomba 
Solution: jfmip  || khvat  || rcldn  || uzbeg  || wysox 
Solution: awkly  || jozef  || qursh  || vingt  || xdmcp 
Solution: gybed  || jufts  || nvram  || phlox  || zwick 
Solution: broth throb  || fjeld  || mvsxa  || pungy  || zwick 
Solution: frack  || jowly  || pbxes  || vingt  || zhmud 
Solution: befit  || dvmrp  || kljuc  || wysox  || zhang 
Solution: fykes  || hajib  || voltz  || wrung  || xdmcp 
Solution: broth throb  || junky  || lpcdf  || mvsxa  || zweig 
Solution: dcpsk  || embox  || fultz  || jarvy  || whing 
Solution: black  || dvmrp  || jozef  || utqgs  || whiny 
Solution: dcpsk  || exing  || jumby  || voltz  || wharf 
Solution: black  || expwy  || fjord  || mintz  || vughs 
Solution: dcpsk  || fhlba  || nugmw  || trixy  || vejoz 
Solution: dcpsk  || fixer refix  || hwang whang  || jumby  || voltz 
Solution: dcpsk  || flaxy  || thumb  || vejoz  || wring 
Solution: dcpsk  || flegm  || johny  || vaxbi  || wurtz 
Solution: black  || fjord  || nymph  || utqgs  || xview 
Solution: befog  || halvy  || jinks  || wurtz  || xdmcp 
Solution: befog  || halvy  || junks  || wirtz  || xdmcp 
Solution: befog  || hunks shunk  || jarvy  || wiltz  || xdmcp 
Solution: dcpsk  || foxly oxfly  || jahve  || mintz  || wburg 
Solution: dcpsk  || franz rnzaf  || jumby  || owght  || vexil 
Solution: befog  || jarvy  || klutz  || whins  || xdmcp 
Solution: befog  || jarvy  || snitz  || whulk  || xdmcp 
Solution: befog  || jinks  || lawzy  || thruv  || xdmcp 
Solution: black  || fudgy  || rnwmp  || sixth  || vejoz 
Solution: befog  || khalq  || snivy  || wurtz  || xdmcp 
Solution: jabez  || kursh  || vingt  || wolfy  || xdmcp 
Solution: jabez  || kurth  || svign  || wolfy  || xdmcp 
Solution: jabez  || kvint  || qursh  || wolfy  || xdmcp 
Solution: befog  || kvint  || lawzy  || qursh  || xdmcp 
Solution: hwang whang  || jerky  || squib  || voltz  || xdmcp 
Solution: hwang whang  || jozef  || kilby  || struv  || xdmcp 
Solution: hwang whang  || jufts  || kelby  || vizor  || xdmcp 
Solution: hwang whang  || klotz  || squib  || vefry  || xdmcp 
Solution: lpcdf  || manky  || sixth  || vejoz  || wburg 
Solution: dcpsk  || goltz  || jumby  || vixen  || wharf 
Solution: lpcdf  || mawky  || qursh  || tzong  || vibex 
Solution: jabez  || qursh  || vingt  || wolfy  || xdmcp 
Solution: exton texon  || hdqrs  || jumby  || pflag  || zwick 
Solution: jabez  || syftn  || vigor virgo  || whulk  || xdmcp 
Solution: black  || hdqrs  || jumpy  || tzong  || xview 
Solution: jabez  || trink  || vughs  || wolfy  || xdmcp 
Solution: lpcdf  || qishm  || rugby  || twank  || vejoz 
Solution: lpcdf  || qishm  || uzbeg  || vtarj  || wonky 
Solution: gibes  || junky  || voltz  || wharf  || xdmcp 
Solution: coven  || gawby  || hdqrs  || jfmip  || klutz 
Solution: lpcdf  || quegh  || vtarj  || wombs  || zinky 
Solution: frank  || jobey jobye  || vughs  || wiltz  || xdmcp 
Solution: jabot  || vefry  || whulk  || xdmcp  || zings 
Solution: frank  || lusby  || vejoz  || wight  || xdmcp 
Solution: gybes  || quink  || voltz  || wharf  || xdmcp 
Solution: frank  || quegh  || voltz  || wisby  || xdmcp 
Solution: gibun  || jewry  || khafs  || voltz  || xdmcp 
Solution: dungs  || flaxy  || mtbrp  || vejoz  || whick 
Solution: dungs  || foxly oxfly  || jahve  || mtbrp  || zwick 
Solution: jabul jubal  || tzong  || vefry  || whisk  || xdmcp 
Solution: jabul jubal  || vefry  || wight  || xdmcp  || zonks 
Solution: jabul jubal  || virgy  || wheft  || xdmcp  || zonks 
Solution: dnitz  || fhlmc  || grovy  || pbxes  || quawk 
Solution: dnitz  || flock  || japyx  || qeshm  || wburg 
Solution: dcpsk  || jumby  || tzong  || vexil  || wharf 
Solution: browd  || fhlmc  || japyx  || kenzi knezi zinke  || utqgs 
Solution: browd  || fhlmc  || japyx  || kevin knive  || utqgs 
Solution: browd  || fhlmc  || japyx  || kvint  || squeg 
Solution: covet  || jumby  || khalq  || sfrpg  || windz 
Solution: franz rnzaf  || jobey jobye  || utqgs  || whilk  || xdmcp 
Solution: browd  || fleck  || japyx  || mintz  || vughs 
Solution: jobey jobye  || khalq  || svign  || wurtz  || xdmcp 
Solution: jobey jobye  || klutz  || svign  || wharf  || xdmcp 
Solution: jobey jobye  || krutz kurtz  || lpcdf  || mvsxa  || whing 
Solution: browd  || gintz  || kljuc  || mvsxa  || phyfe 
Solution: gifts  || khalq  || unwry  || vejoz  || xdmcp 
Solution: jobey jobye  || vingt  || whulk  || xdmcp  || zarfs 
Solution: hybla  || skift  || vejoz  || wrung  || xdmcp 
Solution: faber fabre  || junky  || voltz  || whigs  || xdmcp 
Solution: kwang  || lpcdf  || rhumb  || sixty xysti  || vejoz 
Solution: kwang  || lpcdf  || thumb  || vejoz  || xyris 
Solution: axing  || busky  || cwlth  || dvmrp  || jozef 
Solution: filth  || gawby  || knurs  || vejoz  || xdmcp 
Solution: dunks  || fhlmc  || gratz  || jowpy  || vibex 
Solution: filth  || gowns  || jarvy  || uzbek  || xdmcp 
Solution: filth  || gunky kyung  || jabez  || vrows  || xdmcp 
Solution: filth  || snaky yanks  || vejoz  || wburg  || xdmcp 
Solution: filth  || jarvy  || knows snowk swonk wonks  || uzbeg  || xdmcp 
Time: 15s Searches: 144313493 - Solutions: 611
Solution: filth  || quawk  || verbs  || xdmcp  || zygon 
Solution: filth  || rugby  || swank  || vejoz  || xdmcp 
Solution: befur  || jowly  || khvat  || xdmcp  || zings 
Solution: befur  || jowls  || khvat  || xdmcp  || zingy 
Solution: adfix  || blyth  || gucks  || rnwmp  || vejoz 
Solution: frawn  || kilby  || thugs  || vejoz  || xdmcp 
Solution: frawn  || kilby  || utqgs  || vejoz  || xdmcp 
Solution: frawn  || klotz  || quegh  || visby  || xdmcp 
Solution: lakhs  || nifty  || vejoz  || wburg  || xdmcp 
Solution: khafs  || linty  || vejoz  || wburg  || xdmcp 
Solution: rugby  || shilf  || twank  || vejoz  || xdmcp 
Solution: grond  || jumby  || khalq  || tscpf  || xview 
Solution: saqib  || tzong  || vefry  || whulk  || xdmcp 
Solution: khalq  || mindy  || tscpf  || vejoz  || wburg 
Solution: khalq  || nifty  || uzbeg  || vrows  || xdmcp 
Solution: khalq  || nifty  || vejoz  || wburg  || xdmcp 
Solution: khalq  || nugmw  || tscpf  || vejoz  || xyrid 
Solution: lanky  || shift  || vejoz  || wburg  || xdmcp 
Solution: khalq  || rifty  || swung  || vejoz  || xdmcp 
Solution: khalq  || rugby  || snift  || vejoz  || xdmcp 
Solution: khalq  || rugby  || swift  || vejoz  || xdmcp 
Solution: khalq  || rugby  || twins  || vejoz  || xdmcp 
Solution: khalq  || syftn  || vejoz  || wburg  || xdmcp 
Solution: khalq  || snift  || vejoz  || wburg  || xdmcp 
Solution: nhlbi  || rawky  || utqgs  || vejoz  || xdmcp 
Solution: hylan  || skift  || vejoz  || wburg  || xdmcp 
Solution: nhlbi  || utqgs  || vefry  || wojak  || xdmcp 
Solution: khalq  || swing wings  || turfy  || vejoz  || xdmcp 
Solution: johny  || kafiz  || svelt  || wburg  || xdmcp 
Solution: johny  || lpcdf  || mvsxa  || twirk  || uzbeg 
Solution: sherj  || uzbak  || vingt  || wolfy  || xdmcp 
Solution: shilf  || uzbeg  || vtarj  || wonky  || xdmcp 
Solution: alogy  || dvmrp  || exhbn  || jufts  || zwick 
Solution: squab  || tzong  || vefry  || whilk  || xdmcp 
Solution: squib  || vtarj  || whelk  || xdmcp  || zygon 
Solution: jozef  || khalq  || tinsy yinst  || wburg  || xdmcp 
Solution: khalq  || tinsy yinst  || vejoz  || wburg  || xdmcp 
Solution: quawk  || shilf  || tzong  || verby  || xdmcp 
Solution: nighs shing singh  || uzbek  || vtarj  || wolfy  || xdmcp 
Solution: khila kilah  || syftn  || vejoz  || wburg  || xdmcp 
Solution: grosz  || hankt thank  || jumby  || lpcdf  || xview 
Solution: grosz  || iqbal qibla  || junky  || wheft  || xdmcp 
Solution: grosz  || jabul jubal  || kevyn  || whift  || xdmcp 
Solution: grosz  || jufti  || khalq  || newby  || xdmcp 
Solution: jakob  || lpcdf  || qeshm  || vigny vying  || wurtz 
Solution: begin being binge  || flowk  || jarvy  || shutz  || xdmcp 
Solution: begin being binge  || fultz  || howks  || jarvy  || xdmcp 
Solution: begin being binge  || furzy  || jowls  || khvat  || xdmcp 
Solution: jakob  || seqwl  || thruv  || xdmcp  || zingy 
Solution: begin being binge  || howfs  || jarvy  || klutz  || xdmcp 
Solution: axmen  || bovld  || gryph  || jufts  || zwick 
Time: 20s Searches: 180721707 - Solutions: 662
Solution: khvat  || nberg  || squiz  || wolfy  || xdmcp 
Solution: brown  || fldxt  || jimpy  || quegh  || zacks 
Solution: brown  || fldxt  || jimpy  || vughs  || zacek 
Solution: brown  || givey  || jufts  || khalq  || xdmcp 
Solution: brown  || gyves  || jufti  || khalq  || xdmcp 
Solution: jokul  || swift  || verby  || xdmcp  || zhang 
Solution: kylah  || snift  || vejoz  || wburg  || xdmcp 
Solution: objet  || vigny vying  || whulk  || xdmcp  || zarfs 
Solution: ginks kings  || jabez  || thruv  || wolfy  || xdmcp 
Solution: grove  || jumby  || khalq  || tscpf  || windz 
Solution: kilby  || qursh  || twang  || vejoz  || xdmcp 
Solution: begum  || chivy vichy  || fldxt  || wojak  || zprsn 
Solution: kilby  || stung tungs  || vejoz  || wharf  || xdmcp 
Solution: kilby  || swarf wrafs  || thung  || vejoz  || xdmcp 
Solution: begum  || chowk  || fldxt  || vijay  || zprsn 
Solution: kilby  || utqgs  || vejoz  || wharf  || xdmcp 
Solution: jolty  || svign  || uzbek  || wharf  || xdmcp 
Solution: finky  || globs  || jahve  || wurtz  || xdmcp 
Solution: finky  || glows  || jabez  || thruv  || xdmcp 
Solution: armyn maryn myrna  || bsgph  || fldxt  || jouve  || zwick 
Solution: armyn maryn myrna  || bsgph  || fldxt  || quick  || vejoz 
Solution: finky  || hajes  || voltz  || wburg  || xdmcp 
Solution: finky  || halts laths shalt slath stahl  || vejoz  || wburg  || xdmcp 
Solution: finky  || hejaz  || volts  || wburg  || xdmcp 
Solution: finky  || howls  || uzbeg  || vtarj  || xdmcp 
Solution: finky  || jabez  || utqgs  || whorl  || xdmcp 
Solution: kylin linky  || utqgs  || vejoz  || wharf  || xdmcp 
Solution: finky  || jough  || verbs  || waltz  || xdmcp 
Solution: jolts  || uzbak  || vefry  || whing  || xdmcp 
Solution: jolts  || uzbek  || vigny vying  || wharf  || xdmcp 
Solution: jambs  || kurth  || lpcdf  || xview  || zygon 
Solution: begum  || fconv  || hdqrs  || japyx  || wiltz 
Solution: gintz  || howfs  || jarvy  || lubke  || xdmcp 
Solution: gintz  || howks  || jabul jubal  || vefry  || xdmcp 
Solution: grovy  || iqbal qibla  || junks  || wheft  || xdmcp 
Solution: finky  || oghuz  || seqwl  || vtarj  || xdmcp 
Solution: grovy  || jabez  || lunks slunk  || whift  || xdmcp 
Solution: grovy  || jabez  || snift  || whulk  || xdmcp 
Solution: begum  || fldxt  || jarvy  || phons  || zwick 
Solution: begum  || fldxt  || jarvy  || qophs  || zinck 
Solution: begum  || fldxt  || jarvy  || qophs  || zwick 
Solution: begum  || fldxt  || jarvy  || whops  || zinck 
Solution: grovy  || jufts  || khalq  || winze wizen  || xdmcp 
Solution: intsv  || jozef  || khalq  || rugby  || xdmcp 
Solution: intsv  || jozef  || khalq  || wburg  || xdmcp 
Solution: intsv  || jozef  || kylah  || wburg  || xdmcp 
Solution: finky  || utqgs  || vejoz  || wharl  || xdmcp 
Solution: finks  || gawby  || thulr thurl  || vejoz  || xdmcp 
Solution: finks  || globy  || jahve  || wurtz  || xdmcp 
Solution: finks  || jahve  || wburg  || xdmcp  || zloty 
Solution: finks  || jahwe  || rugby  || voltz  || xdmcp 
Solution: finks  || jarvy  || lowth  || uzbeg  || xdmcp 
Solution: finks  || jough  || verby  || waltz  || xdmcp 
Solution: finks  || lathy  || vejoz  || wburg  || xdmcp 
Solution: finks  || oghuz  || vtarj  || welby  || xdmcp 
Solution: josef  || khalq  || vigny vying  || wurtz  || xdmcp 
Solution: josef  || khvat  || linzy  || wburg  || xdmcp 
Solution: defix fixed  || jacks  || nymph  || voltz  || wburg 
Solution: finks  || rugby  || vejoz  || walth  || xdmcp 
Solution: admix  || bsgph  || fconv  || jewry  || klutz 
Solution: admix  || bunky  || cwlth  || sfrpg  || vejoz 
Solution: jandy  || klutz  || mowch  || sfrpg  || vibex 
Solution: finly  || gowks  || jabez  || thruv  || xdmcp 
Solution: finly  || howks  || uzbeg  || vtarj  || xdmcp 
Solution: finly  || jakob  || vughs  || wertz  || xdmcp 
Solution: finly  || khats  || vejoz  || wburg  || xdmcp 
Solution: fagen ganef  || hdqrs  || jumby  || plotx  || zwick 
Solution: brows  || fldxt  || jepum  || vicky  || zhang 
Solution: brows  || fleck  || japyx  || vingt  || zhmud 
Solution: brows  || fluky  || gintz  || jahve  || xdmcp 
Solution: brows  || fluky  || hejaz  || vingt  || xdmcp 
Solution: brows  || funky  || glitz  || jahve  || xdmcp 
Solution: jough  || kvint  || welby  || xdmcp  || zarfs 
Solution: brows  || gulfy  || hejaz  || kvint  || xdmcp 
Solution: ginzo  || jufts  || khalq  || verby  || xdmcp 
Solution: ginzo  || jufts  || khalq  || wyver  || xdmcp 
Solution: begun  || cawky wacky  || hdqrs  || jfmip  || voltz 
Solution: azyme  || bjork  || chivw  || fldxt  || pungs spung 
Solution: begun  || dvmrp  || flaxy  || johst  || zwick 
Solution: fresh  || gawby  || quink  || voltz  || xdmcp 
Solution: begun  || fldxt  || jarvy  || qophs  || zwick 
Solution: begun  || fldxt  || marjy  || qophs  || zwick 
Solution: begun  || fldxt  || marvy  || qophs  || zwick 
Solution: fresh  || jowly  || uzbak  || vingt  || xdmcp 
Solution: fahey  || jinks  || voltz  || wburg  || xdmcp 
Solution: joung  || khafs  || verby  || wiltz  || xdmcp 
Solution: joung  || khalq  || swift  || verby  || xdmcp 
